Graves Park,candidate,Susan Auckland,Liberal Democrats,2627
Graves Park,candidate,Ian Auckland,Liberal Democrats,2889
Graves Park,elected,"Elected: Ian Auckland, Susan Auckland and Steve Ayris, Liberal Democrats."
Graves Park,turnout,"Electorate: 13,340. Turnout: 41%"
Hillsborough,candidate,Victoria Wainwright,Trade Unionist and Socialist Coalition,190
Hillsborough,candidate,Paul Wallace,The Conservative Party,297
Hillsborough,candidate,David Harrison,The Conservative Party,400
Hillsborough,candidate,Natalie Challanger,The Conservative Party,445
Hillsborough,candidate,Eilidh Pattie,Liberal Democrats,515
Hillsborough,candidate,John Knight,Liberal Democrats,615
Hillsborough,candidate,Mary Aston,Liberal Democrats,654
Hillsborough,candidate,Alex Fenton-Thomas,Green Party,705
Hillsborough,candidate,Kubo Gilligan,Green Party,707
Hillsborough,candidate,Margaret Evans,Green Party,929
Hillsborough,candidate,Chris Bennett,UK Independence Party (UKIP),1216
Hillsborough,candidate,Josie Paszek,Labour Party,2312
Hillsborough,candidate,George Lindars-Hammond,Labour Party,2328
Hillsborough,candidate,Bob Johnson,Labour Party,2998
Hillsborough,elected,"Elected: Bob Johnson, George Lindars-Hammond and Josie Paszek, Labour Party."
Hillsborough,turnout,"Electorate: 14,851. Turnout: 38%"
Manor Castle,candidate,Tim Urry,Liberal Democrats,167
Manor Castle,candidate,Philip Jarvest,Liberal Democrats,197
Manor Castle,candidate,Alistair Tice,Trade Unionist and Socialist Coalition,227
Manor Castle,candidate,Kane Holden,The Conservative Party,240
Manor Castle,candidate,Kyle Crossland,Liberal Democrats,302
Manor Castle,candidate,Malcolm Liles,Green Party,382
Manor Castle,candidate,Jack Carrington,Yorkshire First,399
Manor Castle,candidate,Susi Liles,Green Party,436
Manor Castle,candidate,Graham Wroe,Green Party,591
Manor Castle,candidate,Terry Fox,Labour Party,1523
Manor Castle,candidate,Lisa Banes,Labour Party,1593
Manor Castle,candidate,Pat Midgley,Labour Party,1778
Manor Castle,elected,"Elected: Lisa Banes, Terry Fox and Pat Midgley, Labour Party."
Manor Castle,turnout,"Electorate: 13,385. Turnout: 23%"
Mosborough,candidate,Anwen Fryer,Green Party,122
Mosborough,candidate,David Smith,Green Party,138
Mosborough,candidate,Julie White,Green Party,142
Mosborough,candidate,Matthew Green,Trade Unionist and Socialist Coalition,159
Mosborough,candidate,Rachael Brown,Liberal Democrats,532
Mosborough,candidate,Denise Reaney,Liberal Democrats,586
Mosborough,candidate,Chris Brown,Liberal Democrats,636
Mosborough,candidate,Alexandra Boman-Flavell,Conservative Party,646
Mosborough,candidate,Adrian Simpson,UK Independence Party (UKIP),831
Mosborough,candidate,Joanne Parkin,UK Independence Party (UKIP),1022
Mosborough,candidate,Isobel Bowler,Labour Party,1661
Mosborough,candidate,David Barker,Labour Party,1833
Mosborough,candidate,Tony Downing,Labour Party,1992
Mosborough,elected,"Elected: David Barker, Isobel Bowler and Tony Downing, Labour Party."
Mosborough,turnout,"Electorate: 13,598. Turnout: 30%"
Nether Edge,candidate,James Williams,Trade Unionist and Socialist Coalition,146
Nether Edge,candidate,Calvin Payne,Independent,254
Nether Edge,candidate,Jeffrey Shaw,UK Independence Party (UKIP),274
Nether Edge,candidate,Laurence Smith,The Conservative Party,294
Nether Edge,candidate,Patricia White,Liberal Democrats,796
Nether Edge,candidate,Mohammad Azim,Liberal Democrats,904
Nether Edge,candidate,Shahid Ali,Liberal Democrats,1091
Nether Edge,candidate,Steve Barnard,Green Party,2231
Nether Edge,candidate,Rob Cole,Green Party,2403
Nether Edge,candidate,Rosie Carter-Rich,Labour Party,2555
Nether Edge,candidate,Alison Teal,Green Party,2563
Nether Edge,candidate,Mohammad Maroof,Labour Party,2646
Nether Edge,candidate,Nasima Akther,Labour Party,2850
Nether Edge,elected,"Elected: Nasima Akther and Mohammed Maroof, Labour Party, and Alison Teal, Green Party."
Nether Edge,turnout,"Electorate: 14,561 Turnout: 47%"
Park & Arbourthorne,candidate,Kristopher Barker,Trade Unionist and Socialist Coalition,220
Park & Arbourthorne,candidate,Edward Squires,Green Party,253
Park & Arbourthorne,candidate,Susan Ross,Liberal Democrats,268
Park & Arbourthorne,candidate,Mike Reynolds,Liberal Democrats,308
Park & Arbourthorne,candidate,Lyuba Herbert,Green Party,316
Park & Arbourthorne,candidate,Ann Kingdom,Liberal Democrats,355
Park & Arbourthorne,candidate,Francis Woodger,Conservative Party,385
Park & Arbourthorne,candidate,Jen Barnard,Green Party,449
Park & Arbourthorne,candidate,Dennise Dawson,UK Independence Party (UKIP),993
Park & Arbourthorne,candidate,Jack Scott,Labour Party,1497
Park & Arbourthorne,candidate,Ben Miskell,Labour Party,1639
Park & Arbourthorne,candidate,Julie Dore,Labour Party,1962
Park & Arbourthorne,elected,"Elected: Julie Dore, Ben Miskell and Jack Scott, Labour Party."
Park & Arbourthorne,turnout,"Electorate: 12,894. Turnout: 27%"
Richmond,candidate,Nick Nuttgens,Green Party,179
Richmond,candidate,Rosie Mayes,Trade Unionist And Socialist Coalition,209
Richmond,candidate,Rachel Hope,Green Party,213
Richmond,candidate,Jenifer Pennell,Liberal Democrats,256
Richmond,candidate,Amy Benson,Green Party,279
Richmond,candidate,Angela Hill,Liberal Democrats,285
Richmond,candidate,Fiona Bailey-Smith,Liberal Democrats,314
Richmond,candidate,Andrew Sneddon,The Conservative Party,407
Richmond,candidate,Harry Knowles,Liberal Democrats,420
Richmond,candidate,Mike Simpson,UK Independence Party (UKIP),1106
Richmond,candidate,Peter Rippon,Labour Party,1667
Richmond,candidate,Dianne Hurst,Labour Party,1963
Richmond,candidate,Mike Drabble,Labour Party,2177
Richmond,elected,"Elected: Mike Drabble, Dianne Hurst and Peter Rippon, Labour Party."
Richmond,turnout,"Electorate: 14,673. Turnout: 26.4%"
Shiregreen & Brightside,candidate,Milton Pennefather,Green Party,130
Shiregreen & Brightside,candidate,Edward Davey,The Conservative Party,163
Shiregreen & Brightside,candidate,Laura Pope,Liberal Democrats,164
Shiregreen & Brightside,candidate,Daniel Harrison,The Conservative Party,168
Shiregreen & Brightside,candidate,Katherine Myles,Green Party,185
Shiregreen & Brightside,candidate,Joe Harris,Liberal Democrats,194
Shiregreen & Brightside,candidate,Chris Tosseano,Liberal Democrats,196
Shiregreen & Brightside,candidate,Deborah Chadbourn,Green Party,275
Shiregreen & Brightside,candidate,David Colton,The Conservative Party,324
Shiregreen & Brightside,candidate,Steven Winstone,UK Independence Party (UKIP),915
Shiregreen & Brightside,candidate,Richard Matthewman,UK Independence Party (UKIP),1080
Shiregreen & Brightside,candidate,Garry Weatherall,Labour Party,1746
Shiregreen & Brightside,candidate,Dawn Dale,Labour Party,2203
Shiregreen & Brightside,candidate,Pete Price,Labour Party,2273
Shiregreen & Brightside,elected,"Elected: Dawn Dale, Pete Price and Garry Weatherall, Labour Party."
Shiregreen & Brightside,turnout,"Electorate: 13,961. Turnout: 29%"
Southey,candidate,William Hornett,Trade Unionist and Socialist Coalition,61
Southey,candidate,Heather Rostron,Green Party,121
Southey,candidate,Jan White,Liberal Democrats,143
Southey,candidate,Carl McHugh,The Conservative Party,158
Southey,candidate,David Fox-Meakin,Green Party,167
Southey,candidate,Peter Butler,Liberal Democrats,171
Southey,candidate,Jason Southcott,The Conservative Party,176
Southey,candidate,James Gould,The Conservative Party,191
Southey,candidate,Andrew Hards,Green Party,192
Southey,candidate,Marvis Butler,Liberal Democrats,204
Southey,candidate,Marina Round,UK Independence Party (UKIP),820
Southey,candidate,Yvonne Sykes,UK Independence Party (UKIP),908
Southey,candidate,Adele Andrews,UK Independence Party (UKIP),1173
Southey,candidate,Jayne Dunn,Labour Party,1834
Southey,candidate,Leigh Bramall,Labour Party,1926
Southey,candidate,Tony Damms,Labour Party,2014
Southey,elected,"Elected: Leigh Bramall, Tony Damms and Jayne Dunn, Labour Party."
Southey,turnout,"Electorate: 13,880. Turnout: 28%"
Stannington,candidate,Jeremy Short,Trade Unionist and Socialist Coalition,117
Stannington,candidate,Christakou Coletto,The Conservative Party,249
Stannington,candidate,Chrsitine Kellond,Green Party,338
Stannington,candidate,Mark Finney,The Conservative Party,345
Stannington,candidate,Lesley Blyth,The Conservative Party,351
Stannington,candidate,Melanie Kay,Green Party,394
Stannington,candidate,Martin Bradshaw,Green Party,500
Stannington,candidate,Shane Harper,UK Independence Party (UKIP),1047
Stannington,candidate,Max Telfer,Labour Party,1281
Stannington,candidate,Jayne Hawley,Labour Party,1434
Stannington,candidate,James Bangert,Labour Party,1446
Stannington,candidate,Vickie Priestley,Liberal Democrats,2332
Stannington,candidate,Penny Baker,Liberal Democrats,2524
Stannington,candidate,David Baker,Liberal Democrats,2665
Stannington,elected,"Elected: David Baker, Penny Baker and Vickie Priestley, Liberal Democrats."
Stannington,turnout,"Electorate: 14,536. Turnout: 39%"
Stocksbridge & Upper Don,candidate,Joseph Dawes,Trade Unionist and Socialist Coalition,59
Stocksbridge & Upper Don,candidate,Columba Timmins,Green Party,197
Stocksbridge & Upper Don,candidate,Shoshana Howard,Liberal Democrats,355
Stocksbridge & Upper Don,candidate,Julie Wright,Liberal Democrats,376
Stocksbridge & Upper Don,candidate,Dan Lyons,Green Party,430
Stocksbridge & Upper Don,candidate,Angela Roberts,Green Party,448
Stocksbridge & Upper Don,candidate,Katie Condliffe,Liberal Democrats,574
Stocksbridge & Upper Don,candidate,Nigel Owen,The Conservative Party,699
Stocksbridge & Upper Don,candidate,Phil Wood,Labour Party,1534
Stocksbridge & Upper Don,candidate,Julie Grocutt,Labour Party,1668
Stocksbridge & Upper Don,candidate,Graeme Waddicar,UK Independence Party (UKIP),1685
Stocksbridge & Upper Don,candidate,Richard Crowther,Labour Party,1688
Stocksbridge & Upper Don,candidate,Keith Davis,UK Independence Party (UKIP),1952
Stocksbridge & Upper Don,candidate,Jack Clarkson,UK Independence Party (UKIP),2097
Stocksbridge & Upper Don,elected,"Elected: Jack Clarkson and Keith Davis, UKIP, and Richard Crowther, Labour Party."
Stocksbridge & Upper Don,turnout,"Electorate: 14,411. Turnout: 35%"
Walkey,candidate,Benjamin Avram,Trade Unionist and Socialist Coalition,166
Walkey,candidate,Alastair Geddes,The Conservative Party,346
Walkey,candidate,Clare Brown,Liberal Democrats,565
Walkey,candidate,Jonathan Harston,Liberal Democrats,657
Walkey,candidate,Richard Ratcliffe,UK Independence Party (UKIP),681
Walkey,candidate,Diane Leek,Liberal Democrats,837
Walkey,candidate,Chris McMahon,Green Party,1164
Walkey,candidate,Liam Hardy,Green Party,1218
Walkey,candidate,Sue Morton,Green Party,1877
Walkey,candidate,Neale Gibson,Labour Party,2213
Walkey,candidate,Ben Curran,Labour Party,2459
Walkey,candidate,Olivia Blake,Labour Party,2686
Walkey,elected,"Elected: Olivia Blake, Ben Curran and Neale Gibson, Labour Party."
Walkey,turnout,"Electorate: 15,562. Turnout: 35%"
West Ecclesfield,candidate,Gemma Lock,Green Party,176
West Ecclesfield,candidate,Jemima Perry,Green Party,244
West Ecclesfield,candidate,Jonathan Scaife,Green Party,308
West Ecclesfield,candidate,Grace Atkinson,The Conservative Party,526
West Ecclesfield,candidate,John Bowden,Liberal Democrat,998
West Ecclesfield,candidate,Victoria Bowden,Liberal Democrat,1000
West Ecclesfield,candidate,Michael Levery,Liberal Democrat,1020
West Ecclesfield,candidate,Jared O'Mara,Labour Party,1218
West Ecclesfield,candidate,Jonathan Ogle,UK Independence Party (UKIP),1390
West Ecclesfield,candidate,David Ogle,UK Independence Party (UKIP),1506
West Ecclesfield,candidate,Zoe Sykes,Labour Party,1507
West Ecclesfield,candidate,John Booker,UK Independence Party (UKIP),1651
West Ecclesfield,candidate,Adam Hurst,Labour Party,1675
West Ecclesfield,elected,"Elected: Adam Hurst and Zoe Sykes, Labour Party, and John Booker, UKIP."
West Ecclesfield,turnout,"Electorate: 14,081. Turnout: 34%"
Woodhouse,candidate,Ian Whitehouse,Trade Unionist and Socialist Coalition,94
Woodhouse,candidate,James Starky,Green Party,180
Woodhouse,candidate,Alan Whitehouse,Liberal Democrats,185
Woodhouse,candidate,Sara Sivan-Whitehouse,Liberal Democrats,202
Woodhouse,candidate,Victoria Horrocks,Green Party,205
Woodhouse,candidate,Clare Acton,Liberal Democrats,302
Woodhouse,candidate,Andrew Farkas,The Conservative Party,389
Woodhouse,candidate,John Grant,Green Party,415
Woodhouse,candidate,John-Daniel Marshall,UK Independence Party (UKIP),856
Woodhouse,candidate,Dennis Hobson,UK Independence Party (UKIP),1022
Woodhouse,candidate,Paul Wood,Labour Party,1696
Woodhouse,candidate,Jackie Satur,Labour Party,1790
Woodhouse,candidate,Mick Rooney,Labour Party,2041
Woodhouse,elected,"Elected: Mick Rooney, Jackie Satur and Paul Wood, Labour Party."
Woodhouse,turnout,"Electorate: 13,504. Turnout: 28%"
